,Label,Len
6154,Parasitized,6
6155,Parasitized,14
6156,Parasitized,10
6157,Parasitized,10
6158,Parasitized,7
6159,Parasitized,8
6160,Parasitized,9
6161,Parasitized,6
6162,Parasitized,12
6163,Parasitized,7
6164,Parasitized,9
6165,Parasitized,5
6166,Parasitized,7
6167,Parasitized,7
6168,Parasitized,9
6169,Parasitized,9
6170,Parasitized,13
6171,Parasitized,11
6172,Parasitized,12
6173,Parasitized,5
6174,Parasitized,8
6175,Parasitized,6
6176,Parasitized,8
6177,Parasitized,11
6178,Parasitized,6
6179,Parasitized,6
6180,Parasitized,16
6181,Parasitized,8
6182,Parasitized,16
6183,Parasitized,7
6184,Parasitized,7
6185,Parasitized,7
6186,Parasitized,10
6187,Parasitized,19
6188,Parasitized,10
6189,Parasitized,14
6190,Parasitized,13
6191,Parasitized,24
6192,Parasitized,9
6193,Parasitized,10
6194,Parasitized,8
6195,Parasitized,12
6196,Parasitized,8
6197,Parasitized,6
6198,Parasitized,9
6199,Parasitized,7
6200,Parasitized,9
6201,Parasitized,6
6202,Parasitized,9
6203,Parasitized,6
6204,Parasitized,7
6205,Parasitized,15
6206,Parasitized,6
6207,Parasitized,7
6208,Parasitized,6
6209,Parasitized,10
6210,Parasitized,5
6211,Parasitized,12
6212,Parasitized,5
6213,Parasitized,12
6214,Parasitized,6
6215,Parasitized,10
6216,Parasitized,7
6217,Parasitized,6
6218,Parasitized,11
6219,Parasitized,9
6220,Parasitized,6
6221,Parasitized,8
6222,Parasitized,5
6223,Parasitized,6
6224,Parasitized,6
6225,Parasitized,11
6226,Parasitized,10
6227,Parasitized,6
6228,Parasitized,7
6229,Parasitized,5
6230,Parasitized,10
6231,Parasitized,8
6232,Parasitized,7
6233,Parasitized,8
6234,Parasitized,9
6235,Parasitized,5
6236,Parasitized,9
6237,Parasitized,12
6238,Parasitized,8
6239,Parasitized,19
6240,Parasitized,13
6241,Parasitized,8
6242,Parasitized,8
6243,Parasitized,5
6244,Parasitized,8
6245,Parasitized,10
6246,Parasitized,5
6247,Parasitized,9
6248,Parasitized,20
6249,Parasitized,6
6250,Parasitized,8
6251,Parasitized,9
6252,Parasitized,12
6253,Parasitized,10
6254,Parasitized,9
6255,Parasitized,11
6256,Parasitized,7
6257,Parasitized,8
6258,Parasitized,9
6259,Parasitized,8
6260,Parasitized,10
6261,Parasitized,9
6262,Parasitized,9
6263,Parasitized,6
6264,Parasitized,8
6265,Parasitized,9
6266,Parasitized,10
6267,Parasitized,8
6268,Parasitized,8
6269,Parasitized,10
6270,Parasitized,6
6271,Parasitized,9
6272,Parasitized,5
6273,Parasitized,11
6274,Parasitized,7
6275,Parasitized,44
6276,Parasitized,10
6277,Parasitized,9
6278,Parasitized,10
6279,Parasitized,8
6280,Parasitized,9
6281,Parasitized,7
6282,Parasitized,10
6283,Parasitized,10
6284,Parasitized,11
6285,Parasitized,13
6286,Parasitized,7
6287,Parasitized,8
6288,Parasitized,24
6289,Parasitized,15
6290,Parasitized,9
6291,Parasitized,7
6292,Parasitized,7
6293,Parasitized,14
6294,Parasitized,10
6295,Parasitized,9
6296,Parasitized,10
6297,Parasitized,11
6298,Parasitized,9
6299,Parasitized,13
6300,Parasitized,16
6301,Parasitized,6
6302,Parasitized,8
6303,Parasitized,8
6304,Parasitized,10
6305,Parasitized,13
6306,Parasitized,12
6307,Parasitized,13
6308,Parasitized,11
6309,Parasitized,11
6310,Parasitized,7
6311,Parasitized,12
6312,Parasitized,6
6313,Parasitized,10
6314,Parasitized,8
6315,Parasitized,23
6316,Parasitized,11
6317,Parasitized,9
6318,Parasitized,9
6319,Parasitized,13
6320,Parasitized,9
6321,Parasitized,12
6322,Parasitized,5
6323,Parasitized,10
6324,Parasitized,18
6325,Parasitized,11
6326,Parasitized,8
6327,Parasitized,12
6328,Parasitized,13
6329,Parasitized,16
6330,Parasitized,17
6331,Parasitized,5
6332,Parasitized,12
6333,Parasitized,13
6334,Parasitized,23
6335,Parasitized,7
6336,Parasitized,13
6337,Parasitized,10
6338,Parasitized,16
6339,Parasitized,17
6340,Parasitized,12
6341,Parasitized,12
6342,Parasitized,9
6343,Parasitized,11
6344,Parasitized,3
6345,Parasitized,12
6346,Parasitized,10
6347,Parasitized,12
6348,Parasitized,14
6349,Parasitized,15
6350,Parasitized,8
6351,Parasitized,8
6352,Parasitized,28
6353,Parasitized,10
6354,Parasitized,13
6355,Parasitized,13
6356,Parasitized,17
6357,Parasitized,11
6358,Parasitized,18
6359,Parasitized,18
6360,Parasitized,12
6361,Parasitized,10
6362,Parasitized,9
6363,Parasitized,9
6364,Parasitized,19
6365,Parasitized,11
6366,Parasitized,10
6367,Parasitized,10
6368,Parasitized,9
6369,Parasitized,5
6370,Parasitized,12
6371,Parasitized,13
6372,Parasitized,9
6373,Parasitized,8
6374,Parasitized,11
6375,Parasitized,11
6376,Parasitized,6
6377,Parasitized,9
6378,Parasitized,20
6379,Parasitized,17
6380,Parasitized,6
6381,Parasitized,3
6382,Parasitized,14
6383,Parasitized,10
6384,Parasitized,7
6385,Parasitized,8
6386,Parasitized,13
6387,Parasitized,13
6388,Parasitized,7
6389,Parasitized,7
6390,Parasitized,8
6391,Parasitized,14
6392,Parasitized,15
6393,Parasitized,25
6394,Parasitized,7
6395,Parasitized,8
6396,Parasitized,7
6397,Parasitized,10
6398,Parasitized,20
6399,Parasitized,15
6400,Parasitized,10
6401,Parasitized,10
6402,Parasitized,15
6403,Parasitized,18
6404,Parasitized,19
6405,Parasitized,19
6406,Parasitized,7
6407,Parasitized,8
6408,Parasitized,13
6409,Parasitized,7
6410,Parasitized,13
6411,Parasitized,16
6412,Parasitized,13
6413,Parasitized,10
6414,Parasitized,9
6415,Parasitized,10
6416,Parasitized,9
6417,Parasitized,7
6418,Parasitized,12
6419,Parasitized,22
6420,Parasitized,6
6421,Parasitized,10
6422,Parasitized,10
6423,Parasitized,15
6424,Parasitized,11
6425,Parasitized,15
6426,Parasitized,9
6427,Parasitized,16
6428,Parasitized,13
6429,Parasitized,14
6430,Parasitized,8
6431,Parasitized,12
6432,Parasitized,7
6433,Parasitized,9
6434,Parasitized,8
6435,Parasitized,8
6436,Parasitized,12
6437,Parasitized,9
6438,Parasitized,13
6439,Parasitized,14
6440,Parasitized,14
6441,Parasitized,7
6442,Parasitized,8
6443,Parasitized,13
6444,Parasitized,9
6445,Parasitized,6
6446,Parasitized,11
6447,Parasitized,14
6448,Parasitized,10
6449,Parasitized,9
6450,Parasitized,10
6451,Parasitized,14
6452,Parasitized,12
6453,Parasitized,10
6454,Parasitized,8
6455,Parasitized,9
6456,Parasitized,9
6457,Parasitized,15
6458,Parasitized,10
6459,Parasitized,10
6460,Parasitized,13
6461,Parasitized,13
6462,Parasitized,8
6463,Parasitized,12
6464,Parasitized,6
6465,Parasitized,10
6466,Parasitized,15
6467,Parasitized,4
6468,Parasitized,11
6469,Parasitized,5
6470,Parasitized,8
6471,Parasitized,8
6472,Parasitized,6
6473,Parasitized,12
6474,Parasitized,5
6475,Parasitized,9
6476,Parasitized,15
6477,Parasitized,12
6478,Parasitized,6
6479,Parasitized,20
6480,Parasitized,8
6481,Parasitized,11
6482,Parasitized,9
6483,Parasitized,16
6484,Parasitized,10
6485,Parasitized,45
6486,Parasitized,11
6487,Parasitized,6
6488,Parasitized,8
6489,Parasitized,7
6490,Parasitized,10
6491,Parasitized,7
6492,Parasitized,9
6493,Parasitized,6
6494,Parasitized,7
6495,Parasitized,7
6496,Parasitized,10
6497,Parasitized,8
6498,Parasitized,11
6499,Parasitized,13
6500,Parasitized,16
6501,Parasitized,10
6502,Parasitized,12
6503,Parasitized,14
6504,Parasitized,8
6505,Parasitized,4
6506,Parasitized,6
6507,Parasitized,11
6508,Parasitized,8
6509,Parasitized,7
6510,Parasitized,10
6511,Parasitized,11
6512,Parasitized,9
6513,Parasitized,16
6514,Parasitized,10
6515,Parasitized,9
6516,Parasitized,8
6517,Parasitized,13
6518,Parasitized,13
6519,Parasitized,4
6520,Parasitized,9
6521,Parasitized,8
6522,Parasitized,13
6523,Parasitized,14
6524,Parasitized,6
6525,Parasitized,10
6526,Parasitized,9
6527,Parasitized,9
6528,Parasitized,7
6529,Parasitized,10
6530,Parasitized,12
6531,Parasitized,4
6532,Parasitized,6
6533,Parasitized,9
6534,Parasitized,11
6535,Parasitized,6
6536,Parasitized,15
6537,Parasitized,6
6538,Parasitized,6
6539,Parasitized,9
6540,Parasitized,9
6541,Parasitized,10
6542,Parasitized,4
6543,Parasitized,7
6544,Parasitized,7
6545,Parasitized,7
6546,Parasitized,6
6547,Parasitized,7
6548,Parasitized,4
6549,Parasitized,9
6550,Parasitized,5
6551,Parasitized,10
6552,Parasitized,5
6553,Parasitized,10
6554,Parasitized,16
6555,Parasitized,7
6556,Parasitized,7
6557,Parasitized,6
6558,Parasitized,10
6559,Parasitized,14
6560,Parasitized,5
6561,Parasitized,11
6562,Parasitized,5
6563,Parasitized,13
6564,Parasitized,9
6565,Parasitized,9
6566,Parasitized,7
6567,Parasitized,4
6568,Parasitized,6
6569,Parasitized,13
6570,Parasitized,12
6571,Parasitized,11
6572,Parasitized,16
6573,Parasitized,11
6574,Parasitized,8
6575,Parasitized,9
6576,Parasitized,9
6577,Parasitized,8
6578,Parasitized,9
6579,Parasitized,7
6580,Parasitized,9
6581,Parasitized,10
6582,Parasitized,7
6583,Parasitized,9
6584,Parasitized,4
6585,Parasitized,12
6586,Parasitized,7
6587,Parasitized,5
6588,Parasitized,10
6589,Parasitized,8
6590,Parasitized,8
6591,Parasitized,4
6592,Parasitized,5
6593,Parasitized,10
6594,Parasitized,9
6595,Parasitized,4
6596,Parasitized,12
6597,Parasitized,7
6598,Parasitized,7
6599,Parasitized,12
6600,Parasitized,10
6601,Parasitized,9
6602,Parasitized,8
6603,Parasitized,13
6604,Parasitized,11
6605,Parasitized,9
6606,Parasitized,7
6607,Parasitized,11
6608,Parasitized,9
6609,Parasitized,3
6610,Parasitized,9
6611,Parasitized,12
6612,Parasitized,12
6613,Parasitized,11
6614,Parasitized,10
6615,Parasitized,12
6616,Parasitized,9
6617,Parasitized,10
6618,Parasitized,7
6619,Parasitized,13
6620,Parasitized,5
6621,Parasitized,9
6622,Parasitized,7
6623,Parasitized,7
6624,Parasitized,11
6625,Parasitized,9
6626,Parasitized,12
6627,Parasitized,13
6628,Parasitized,8
6629,Parasitized,10
6630,Parasitized,11
6631,Parasitized,7
6632,Parasitized,5
6633,Parasitized,9
6634,Parasitized,10
6635,Parasitized,10
6636,Parasitized,8
6637,Parasitized,10
6638,Parasitized,10
6639,Parasitized,8
6640,Parasitized,11
6641,Parasitized,16
6642,Parasitized,9
6643,Parasitized,10
6644,Parasitized,10
6645,Parasitized,13
6646,Parasitized,11
6647,Parasitized,8
6648,Parasitized,8
6649,Parasitized,7
6650,Parasitized,7
6651,Parasitized,7
6652,Parasitized,11
6653,Parasitized,13
6654,Parasitized,5
6655,Parasitized,7
6656,Parasitized,15
6657,Parasitized,8
6658,Parasitized,5
6659,Parasitized,12
6660,Parasitized,11
6661,Parasitized,7
6662,Parasitized,12
6663,Parasitized,7
6664,Parasitized,12
6665,Parasitized,7
6666,Parasitized,8
6667,Parasitized,9
6668,Parasitized,5
6669,Parasitized,7
6670,Parasitized,6
6671,Parasitized,14
6672,Parasitized,13
6673,Parasitized,12
6674,Parasitized,12
6675,Parasitized,8
6676,Parasitized,7
6677,Parasitized,11
6678,Parasitized,8
6679,Parasitized,14
6680,Parasitized,16
6681,Parasitized,14
6682,Parasitized,18
6683,Parasitized,17
6684,Parasitized,5
6685,Parasitized,12
6686,Parasitized,9
6687,Parasitized,10
6688,Parasitized,12
6689,Parasitized,5
6690,Parasitized,9
6691,Parasitized,10
6692,Parasitized,12
6693,Parasitized,12
6694,Parasitized,8
6695,Parasitized,5
6696,Parasitized,7
6697,Parasitized,7
6698,Parasitized,10
6699,Parasitized,7
6700,Parasitized,6
6701,Parasitized,8
6702,Parasitized,7
6703,Parasitized,10
6704,Parasitized,6
6705,Parasitized,10
6706,Parasitized,8
6707,Parasitized,6
6708,Parasitized,7
6709,Parasitized,9
6710,Parasitized,9
6711,Parasitized,9
6712,Parasitized,4
6713,Parasitized,8
6714,Parasitized,9
6715,Parasitized,9
6716,Parasitized,6
6717,Parasitized,9
6718,Parasitized,8
6719,Parasitized,10
6720,Parasitized,10
6721,Parasitized,10
6722,Parasitized,8
6723,Parasitized,8
6724,Parasitized,6
6725,Parasitized,16
6726,Parasitized,9
6727,Parasitized,7
6728,Parasitized,13
6729,Parasitized,10
6730,Parasitized,14
6731,Parasitized,15
6732,Parasitized,12
6733,Parasitized,10
6734,Parasitized,10
6735,Parasitized,10
6736,Parasitized,7
6737,Parasitized,5
6738,Parasitized,11
6739,Parasitized,10
6740,Parasitized,9
6741,Parasitized,9
6742,Parasitized,5
6743,Parasitized,8
6744,Parasitized,9
6745,Parasitized,9
6746,Parasitized,10
6747,Parasitized,12
6748,Parasitized,11
6749,Parasitized,15
6750,Parasitized,8
6751,Parasitized,7
6752,Parasitized,8
6753,Parasitized,7
6754,Parasitized,5
6755,Parasitized,7
6756,Parasitized,15
6757,Parasitized,10
6758,Parasitized,5
6759,Parasitized,6
6760,Parasitized,10
6761,Parasitized,13
6762,Parasitized,6
6763,Parasitized,6
6764,Parasitized,5
6765,Parasitized,7
6766,Parasitized,9
6767,Parasitized,7
6768,Parasitized,5
6769,Parasitized,9
6770,Parasitized,9
6771,Parasitized,6
6772,Parasitized,6
6773,Parasitized,5
6774,Parasitized,12
6775,Parasitized,17
6776,Parasitized,10
6777,Parasitized,9
6778,Parasitized,9
6779,Parasitized,5
6780,Parasitized,5
6781,Parasitized,4
6782,Parasitized,6
6783,Parasitized,8
6784,Parasitized,9
6785,Parasitized,6
6786,Parasitized,5
6787,Parasitized,7
6788,Parasitized,6
6789,Parasitized,15
6790,Parasitized,10
6791,Parasitized,6
6792,Parasitized,7
6793,Parasitized,12
6794,Parasitized,12
6795,Parasitized,13
6796,Parasitized,5
6797,Parasitized,4
6798,Parasitized,7
6799,Parasitized,5
6800,Parasitized,12
6801,Parasitized,8
6802,Parasitized,5
6803,Parasitized,8
6804,Parasitized,5
6805,Parasitized,9
6806,Parasitized,14
6807,Parasitized,8
6808,Parasitized,7
6809,Parasitized,7
6810,Parasitized,7
6811,Parasitized,10
6812,Parasitized,9
6813,Parasitized,18
6814,Parasitized,8
6815,Parasitized,6
6816,Parasitized,8
6817,Parasitized,9
6818,Parasitized,7
6819,Parasitized,7
6820,Parasitized,7
6821,Parasitized,8
6822,Parasitized,11
6823,Parasitized,10
6824,Parasitized,11
6825,Parasitized,6
6826,Parasitized,6
6827,Parasitized,7
6828,Parasitized,13
6829,Parasitized,9
6830,Parasitized,6
6831,Parasitized,9
6832,Parasitized,11
6833,Parasitized,7
6834,Parasitized,8
6835,Parasitized,10
6836,Parasitized,3
6837,Parasitized,7
6838,Parasitized,4
6839,Parasitized,4
6840,Parasitized,17
6841,Parasitized,13
6842,Parasitized,15
6843,Parasitized,9
6844,Parasitized,10
6845,Parasitized,13
6846,Parasitized,6
6847,Parasitized,10
6848,Parasitized,8
6849,Parasitized,13
6850,Parasitized,7
6851,Parasitized,7
6852,Parasitized,8
6853,Parasitized,12
6854,Parasitized,14
6855,Parasitized,10
6856,Parasitized,12
6857,Parasitized,5
6858,Parasitized,6
6859,Parasitized,13
6860,Parasitized,6
6861,Parasitized,11
6862,Parasitized,7
6863,Parasitized,8
6864,Parasitized,6
6865,Parasitized,8
6866,Parasitized,11
6867,Parasitized,7
6868,Parasitized,6
6869,Parasitized,8
6870,Parasitized,6
6871,Parasitized,13
6872,Parasitized,7
6873,Parasitized,3
6874,Parasitized,11
6875,Parasitized,9
6876,Parasitized,10
6877,Parasitized,6
6878,Parasitized,7
6879,Parasitized,6
6880,Parasitized,6
6881,Parasitized,7
6882,Parasitized,12
6883,Parasitized,5
6884,Parasitized,8
6885,Parasitized,7
6886,Parasitized,6
6887,Parasitized,10
6888,Parasitized,4
6889,Parasitized,8
6890,Parasitized,12
6891,Parasitized,9
6892,Parasitized,7
6893,Parasitized,14
6894,Parasitized,7
6895,Parasitized,7
6896,Parasitized,12
6897,Parasitized,13
6898,Parasitized,9
6899,Parasitized,11
6900,Parasitized,5
6901,Parasitized,6
6902,Parasitized,11
6903,Parasitized,7
6904,Parasitized,9
6905,Parasitized,11
6906,Parasitized,10
6907,Parasitized,7
6908,Parasitized,5
6909,Parasitized,9
6910,Parasitized,6
6911,Parasitized,9
6912,Parasitized,8
6913,Parasitized,7
6914,Parasitized,8
6915,Parasitized,9
6916,Parasitized,11
6917,Parasitized,9
6918,Parasitized,7
6919,Parasitized,10
6920,Parasitized,9
6921,Parasitized,11
6922,Parasitized,13
6923,Parasitized,14
6924,Parasitized,5
6925,Parasitized,6
6926,Parasitized,8
6927,Parasitized,7
6928,Parasitized,5
6929,Parasitized,10
6930,Parasitized,5
6931,Parasitized,4
6932,Parasitized,8
6933,Parasitized,6
6934,Parasitized,5
6935,Parasitized,14
6936,Parasitized,14
6937,Parasitized,6
6938,Parasitized,8
6939,Parasitized,15
6940,Parasitized,13
6941,Parasitized,7
6942,Parasitized,11
6943,Parasitized,17
6944,Parasitized,8
6945,Parasitized,13
6946,Parasitized,12
6947,Parasitized,8
6948,Parasitized,6
6949,Parasitized,13
6950,Parasitized,5
6951,Parasitized,10
6952,Parasitized,6
6953,Parasitized,13
6954,Parasitized,12
6955,Parasitized,9
6956,Parasitized,8
6957,Parasitized,10
6958,Parasitized,5
6959,Parasitized,7
6960,Parasitized,4
6961,Parasitized,8
6962,Parasitized,7
6963,Parasitized,6
6964,Parasitized,11
6965,Parasitized,5
6966,Parasitized,11
6967,Parasitized,6
6968,Parasitized,5
6969,Parasitized,4
6970,Parasitized,6
6971,Parasitized,11
6972,Parasitized,6
6973,Parasitized,8
6974,Parasitized,15
6975,Parasitized,5
6976,Parasitized,5
6977,Parasitized,5
6978,Parasitized,10
6979,Parasitized,16
6980,Parasitized,10
6981,Parasitized,6
6982,Parasitized,6
6983,Parasitized,11
6984,Parasitized,9
6985,Parasitized,7
6986,Parasitized,7
6987,Parasitized,5
6988,Parasitized,16
6989,Parasitized,5
6990,Parasitized,11
6991,Parasitized,7
6992,Parasitized,5
6993,Parasitized,8
6994,Parasitized,6
6995,Parasitized,7
6996,Parasitized,5
6997,Parasitized,9
6998,Parasitized,6
6999,Parasitized,6
7000,Parasitized,8
7001,Parasitized,9
7002,Parasitized,10
7003,Parasitized,10
7004,Parasitized,8
7005,Parasitized,12
7006,Parasitized,12
7007,Parasitized,16
7008,Parasitized,11
7009,Parasitized,17
7010,Parasitized,23
7011,Parasitized,16
7012,Parasitized,27
7013,Parasitized,11
7014,Parasitized,21
7015,Parasitized,21
7016,Parasitized,26
7017,Parasitized,5
7018,Parasitized,21
7019,Parasitized,22
7020,Parasitized,19
7021,Parasitized,18
7022,Parasitized,14
7023,Parasitized,5
7024,Parasitized,19
7025,Parasitized,12
7026,Parasitized,12
7027,Parasitized,10
7028,Parasitized,9
7029,Parasitized,12
7030,Parasitized,14
7031,Parasitized,13
7032,Parasitized,16
7033,Parasitized,18
7034,Parasitized,11
7035,Parasitized,13
7036,Parasitized,30
7037,Parasitized,12
7038,Parasitized,10
7039,Parasitized,7
7040,Parasitized,13
7041,Parasitized,12
7042,Parasitized,12
7043,Parasitized,10
7044,Parasitized,8
7045,Parasitized,18
7046,Parasitized,6
7047,Parasitized,13
7048,Parasitized,11
7049,Parasitized,18
7050,Parasitized,8
7051,Parasitized,13
7052,Parasitized,17
7053,Parasitized,9
7054,Parasitized,13
7055,Parasitized,12
7056,Parasitized,8
7057,Parasitized,8
7058,Parasitized,11
7059,Parasitized,11
7060,Parasitized,11
7061,Parasitized,12
7062,Parasitized,10
7063,Parasitized,9
7064,Parasitized,10
7065,Parasitized,14
7066,Parasitized,20
7067,Parasitized,8
7068,Parasitized,11
7069,Parasitized,6
7070,Parasitized,8
7071,Parasitized,5
7072,Parasitized,14
7073,Parasitized,29
7074,Parasitized,9
7075,Parasitized,7
7076,Parasitized,9
7077,Parasitized,65
7078,Parasitized,18
7079,Parasitized,12
7080,Parasitized,9
7081,Parasitized,15
7082,Parasitized,9
7083,Parasitized,13
7084,Parasitized,21
7085,Parasitized,12
7086,Parasitized,6
7087,Parasitized,9
7088,Parasitized,10
7089,Parasitized,9
7090,Parasitized,6
7091,Parasitized,12
7092,Parasitized,8
7093,Parasitized,12
7094,Parasitized,13
7095,Parasitized,9
7096,Parasitized,7
7097,Parasitized,13
7098,Parasitized,7
7099,Parasitized,19
7100,Parasitized,11
7101,Parasitized,10
7102,Parasitized,7
7103,Parasitized,10
7104,Parasitized,9
7105,Parasitized,11
7106,Parasitized,9
7107,Parasitized,10
7108,Parasitized,9
7109,Parasitized,20
7110,Parasitized,6
7111,Parasitized,12
7112,Parasitized,6
7113,Parasitized,22
7114,Parasitized,13
7115,Parasitized,8
7116,Parasitized,11
7117,Parasitized,10
7118,Parasitized,9
7119,Parasitized,11
7120,Parasitized,15
7121,Parasitized,14
7122,Parasitized,9
7123,Parasitized,7
7124,Parasitized,11
7125,Parasitized,9
7126,Parasitized,25
7127,Parasitized,19
7128,Parasitized,24
7129,Parasitized,11
7130,Parasitized,26
7131,Parasitized,18
7132,Parasitized,22
7133,Parasitized,32
7134,Parasitized,20
7135,Parasitized,24
7136,Parasitized,26
7137,Parasitized,19
7138,Parasitized,10
7139,Parasitized,16
7140,Parasitized,11
7141,Parasitized,15
7142,Parasitized,22
7143,Parasitized,15
7144,Parasitized,26
7145,Parasitized,24
7146,Parasitized,12
7147,Parasitized,17
7148,Parasitized,25
7149,Parasitized,24
7150,Parasitized,22
7151,Parasitized,8
7152,Parasitized,21
7153,Parasitized,11
7154,Parasitized,31
7155,Parasitized,29
7156,Parasitized,13
7157,Parasitized,18
7158,Parasitized,7
7159,Parasitized,33
7160,Parasitized,14
7161,Parasitized,20
7162,Parasitized,11
7163,Parasitized,11
7164,Parasitized,20
7165,Parasitized,33
7166,Parasitized,16
7167,Parasitized,31
7168,Parasitized,30
7169,Parasitized,8
7170,Parasitized,14
7171,Parasitized,25
7172,Parasitized,16
7173,Parasitized,5
7174,Parasitized,13
7175,Parasitized,13
7176,Parasitized,6
7177,Parasitized,10
7178,Parasitized,24
7179,Parasitized,11
7180,Parasitized,28
7181,Parasitized,32
7182,Parasitized,17
7183,Parasitized,10
7184,Parasitized,12
7185,Parasitized,11
7186,Parasitized,14
7187,Parasitized,26
7188,Parasitized,33
7189,Parasitized,29
7190,Parasitized,34
7191,Parasitized,22
7192,Parasitized,10
7193,Parasitized,37
7194,Parasitized,23
7195,Parasitized,17
7196,Parasitized,11
7197,Parasitized,14
7198,Parasitized,14
7199,Parasitized,31
7200,Parasitized,30
7201,Parasitized,22
7202,Parasitized,24
7203,Parasitized,25
7204,Parasitized,12
7205,Parasitized,15
7206,Parasitized,15
7207,Parasitized,18
7208,Parasitized,17
7209,Parasitized,27
7210,Parasitized,28
7211,Parasitized,34
7212,Parasitized,37
7213,Parasitized,25
7214,Parasitized,27
7215,Parasitized,10
7216,Parasitized,18
7217,Parasitized,16
7218,Parasitized,28
7219,Parasitized,37
7220,Parasitized,38
7221,Parasitized,12
7222,Parasitized,50
7223,Parasitized,40
7224,Parasitized,34
7225,Parasitized,24
7226,Parasitized,28
7227,Parasitized,22
7228,Parasitized,18
7229,Parasitized,10
7230,Parasitized,7
7231,Parasitized,32
7232,Parasitized,28
7233,Parasitized,31
7234,Parasitized,32
7235,Parasitized,18
7236,Parasitized,12
7237,Parasitized,29
7238,Parasitized,18
7239,Parasitized,38
7240,Parasitized,43
7241,Parasitized,27
7242,Parasitized,26
7243,Parasitized,40
7244,Parasitized,21
7245,Parasitized,29
7246,Parasitized,17
7247,Parasitized,22
7248,Parasitized,30
7249,Parasitized,19
7250,Parasitized,11
7251,Parasitized,21
7252,Parasitized,16
7253,Parasitized,26
7254,Parasitized,43
7255,Parasitized,34
7256,Parasitized,23
7257,Parasitized,27
7258,Parasitized,8
7259,Parasitized,29
7260,Parasitized,27
7261,Parasitized,30
7262,Parasitized,17
7263,Parasitized,13
7264,Parasitized,25
7265,Parasitized,22
7266,Parasitized,33
7267,Parasitized,28
7268,Parasitized,23
7269,Parasitized,14
7270,Parasitized,25
7271,Parasitized,22
7272,Parasitized,16
7273,Parasitized,24
7274,Parasitized,25
7275,Parasitized,13
7276,Parasitized,38
7277,Parasitized,31
7278,Parasitized,8
7279,Parasitized,25
7280,Parasitized,18
7281,Parasitized,9
7282,Parasitized,8
7283,Parasitized,14
7284,Parasitized,31
7285,Parasitized,22
7286,Parasitized,16
7287,Parasitized,22
7288,Parasitized,31
7289,Parasitized,9
7290,Parasitized,14
7291,Parasitized,13
7292,Parasitized,18
7293,Parasitized,12
7294,Parasitized,16
7295,Parasitized,18
7296,Parasitized,25
7297,Parasitized,31
7298,Parasitized,12
7299,Parasitized,12
7300,Parasitized,21
7301,Parasitized,37
7302,Parasitized,40
7303,Parasitized,21
7304,Parasitized,21
7305,Parasitized,8
7306,Parasitized,20
7307,Parasitized,21
7308,Parasitized,30
7309,Parasitized,5
7310,Parasitized,19
7311,Parasitized,12
7312,Parasitized,11
7313,Parasitized,5
7314,Parasitized,16
7315,Parasitized,14
7316,Parasitized,13
7317,Parasitized,29
7318,Parasitized,12
7319,Parasitized,29
7320,Parasitized,14
7321,Parasitized,42
7322,Parasitized,29
7323,Parasitized,21
7324,Parasitized,7
7325,Parasitized,36
7326,Parasitized,16
7327,Parasitized,32
7328,Parasitized,16
7329,Parasitized,26
7330,Parasitized,27
7331,Parasitized,14
7332,Parasitized,21
7333,Parasitized,10
7334,Parasitized,18
7335,Parasitized,31
7336,Parasitized,20
7337,Parasitized,30
7338,Parasitized,23
7339,Parasitized,30
7340,Parasitized,30
7341,Parasitized,36
7342,Parasitized,24
7343,Parasitized,31
7344,Parasitized,18
7345,Parasitized,22
7346,Parasitized,9
7347,Parasitized,12
7348,Parasitized,5
7349,Parasitized,11
7350,Parasitized,12
7351,Parasitized,15
7352,Parasitized,36
7353,Parasitized,26
7354,Parasitized,18
7355,Parasitized,6
7356,Parasitized,9
7357,Parasitized,9
7358,Parasitized,14
7359,Parasitized,12
7360,Parasitized,13
7361,Parasitized,32
7362,Parasitized,32
7363,Parasitized,12
7364,Parasitized,20
7365,Parasitized,12
7366,Parasitized,27
7367,Parasitized,12
7368,Parasitized,5
7369,Parasitized,9
7370,Parasitized,27
7371,Parasitized,21
7372,Parasitized,30
7373,Parasitized,15
7374,Parasitized,16
7375,Parasitized,13
7376,Parasitized,9
7377,Parasitized,8
7378,Parasitized,11
7379,Parasitized,25
7380,Parasitized,22
7381,Parasitized,50
7382,Parasitized,17
7383,Parasitized,9
7384,Parasitized,12
7385,Parasitized,14
7386,Parasitized,31
7387,Parasitized,30
7388,Parasitized,15
7389,Parasitized,15
7390,Parasitized,36
7391,Parasitized,34
7392,Parasitized,35
7393,Parasitized,10
7394,Parasitized,19
7395,Parasitized,31
7396,Parasitized,25
7397,Parasitized,33
7398,Parasitized,14
7399,Parasitized,20
7400,Parasitized,26
7401,Parasitized,25
7402,Parasitized,18
7403,Parasitized,19
7404,Parasitized,38
7405,Parasitized,35
7406,Parasitized,30
7407,Parasitized,31
7408,Parasitized,7
7409,Parasitized,12
7410,Parasitized,14
7411,Parasitized,17
7412,Parasitized,23
7413,Parasitized,14
7414,Parasitized,20
7415,Parasitized,31
7416,Parasitized,31
7417,Parasitized,24
7418,Parasitized,12
7419,Parasitized,14
7420,Parasitized,13
7421,Parasitized,31
7422,Parasitized,40
7423,Parasitized,18
7424,Parasitized,24
7425,Parasitized,7
